ANÁLISIS COMPLETO DE RAÍCES DIGITALES - PRIMOS DE SOPHIE GERMAIN
Límite de búsqueda: 10000000
Total de primos encontrados: 56032
Fecha de análisis: 2025-07-30T12:26:03.856
================================================================================

TABLA COMPLETA DE RESULTADOS
----------------------------------------
p	2p+1	raíz(p)	raíz(2p+1)
4866773	9733547	5	2
4866923	9733847	2	5
4867073	9734147	8	8
4867223	9734447	5	2
4867259	9734519	5	2
4867301	9734603	2	5
4867319	9734639	2	5
4867469	9734939	8	8
4867631	9735263	8	8
4867871	9735743	5	2
4867949	9735899	2	5
4868141	9736283	5	2
4868711	9737423	8	8
4868819	9737639	8	8
4869461	9738923	2	5
4869503	9739007	8	8
4869911	9739823	2	5
4869989	9739979	8	8
4870133	9740267	8	8
4870433	9740867	2	5
4870511	9741023	8	8
4870949	9741899	5	2
4871081	9742163	2	5
4871213	9742427	8	8
4871819	9743639	2	5
4871831	9743663	5	2
4871903	9743807	5	2
4871981	9743963	2	5
4872083	9744167	5	2
4872431	9744863	2	5
4872509	9745019	8	8
4873031	9746063	8	8
4873133	9746267	2	5
4873163	9746327	5	2
4873283	9746567	8	8
4873559	9747119	5	2
4873601	9747203	2	5
4874081	9748163	5	2
4874123	9748247	2	5
4874273	9748547	8	8
4874399	9748799	8	8
4874669	9749339	8	8
4875119	9750239	8	8
4875203	9750407	2	5
4875281	9750563	8	8
4875329	9750659	2	5
4875809	9751619	5	2
4875833	9751667	2	5
4876643	9753287	2	5
4876691	9753383	5	2
4876913	9753827	2	5
4877429	9754859	5	2
4877459	9754919	8	8
4877573	9755147	5	2
4877783	9755567	8	8
4878011	9756023	2	5
4878089	9756179	8	8
4878509	9757019	5	2
4878551	9757103	2	5
4878701	9757403	8	8
4878851	9757703	5	2
4878869	9757739	5	2
4879103	9758207	5	2
4879109	9758219	2	5
4879223	9758447	8	8
4879313	9758627	8	8
4879349	9758699	8	8
4879499	9758999	5	2
4879571	9759143	5	2
4879631	9759263	2	5
4879709	9759419	8	8
4879733	9759467	5	2
4880153	9760307	2	5
4880201	9760403	5	2
4880261	9760523	2	5
4880489	9760979	5	2
4880723	9761447	5	2
4880741	9761483	5	2
4881113	9762227	8	8
4881659	9763319	5	2
4882109	9764219	5	2
4882133	9764267	2	5
4882331	9764663	2	5
4882523	9765047	5	2
4882721	9765443	5	2
4882733	9765467	8	8
4883423	9766847	5	2
4883591	9767183	2	5
4883993	9767987	8	8
4883999	9767999	5	2
4884059	9768119	2	5
4884419	9768839	2	5
4884773	9769547	5	2
4884779	9769559	2	5
4884989	9769979	5	2
4885019	9770039	8	8
4885469	9770939	8	8
4885481	9770963	2	5
4885571	9771143	2	5
4885691	9771383	5	2
4885883	9771767	8	8
4886081	9772163	8	8
4886159	9772319	5	2
4886333	9772667	8	8
4886489	9772979	2	5
4886501	9773003	5	2
4887149	9774299	5	2
4887299	9774599	2	5
4887581	9775163	5	2
4888319	9776639	5	2
4888391	9776783	5	2
4888589	9777179	5	2
4888619	9777239	8	8
4889063	9778127	2	5
4889243	9778487	2	5
4889369	9778739	2	5
4889471	9778943	5	2
4889543	9779087	5	2
4889711	9779423	2	5
4889789	9779579	8	8
4889921	9779843	5	2
4890113	9780227	8	8
4890269	9780539	2	5
4890293	9780587	8	8
4890323	9780647	2	5
4890563	9781127	8	8
4890629	9781259	2	5
4890659	9781319	5	2
4890911	9781823	5	2
4890971	9781943	2	5
4891349	9782699	2	5
4891823	9783647	8	8
4891889	9783779	2	5
4891961	9783923	2	5
4892003	9784007	8	8
4892579	9785159	8	8
4893191	9786383	8	8
4893209	9786419	8	8
4893419	9786839	2	5
4893461	9786923	8	8
4893743	9787487	2	5
4894271	9788543	8	8
4894541	9789083	8	8
4894601	9789203	5	2
4894889	9789779	5	2
4894943	9789887	5	2
4894973	9789947	8	8
4895279	9790559	8	8
4895459	9790919	8	8
4895771	9791543	5	2
4895843	9791687	5	2
4896239	9792479	5	2
4896383	9792767	5	2
4896449	9792899	8	8
4896491	9792983	5	2
4896659	9793319	2	5
4896719	9793439	8	8
4896863	9793727	8	8
4896971	9793943	8	8
4897001	9794003	2	5
4897103	9794207	5	2
4897583	9795167	8	8
4897709	9795419	8	8
4897811	9795623	2	5
4898123	9796247	8	8
4899029	9798059	5	2
4899113	9798227	8	8
4899353	9798707	5	2
4899371	9798743	5	2
4899551	9799103	5	2
4899803	9799607	5	2
4900001	9800003	5	2
4900121	9800243	8	8
4900193	9800387	8	8
4900211	9800423	8	8
4900319	9800639	8	8
4900331	9800663	2	5
4900523	9801047	5	2
4900601	9801203	2	5
4900799	9801599	2	5
4901009	9802019	5	2
4901051	9802103	2	5
4901111	9802223	8	8
4901129	9802259	8	8
4901153	9802307	5	2
4901579	9803159	8	8
4901801	9803603	5	2
4901969	9803939	2	5
4902269	9804539	5	2
4902533	9805067	8	8
4902701	9805403	5	2
4902773	9805547	5	2
4902941	9805883	2	5
4903043	9806087	5	2
4903049	9806099	2	5
4903193	9806387	2	5
4903319	9806639	2	5
4903553	9807107	2	5
4903571	9807143	2	5
4903589	9807179	2	5
4904303	9808607	5	2
4904351	9808703	8	8
4904561	9809123	2	5
4904759	9809519	2	5
4905431	9810863	8	8
4905473	9810947	5	2
4905713	9811427	2	5
4905863	9811727	8	8
4906103	9812207	5	2
4906301	9812603	5	2
4906589	9813179	5	2
4906619	9813239	8	8
4906631	9813263	2	5
4906691	9813383	8	8
4906763	9813527	8	8
4907093	9814187	5	2
4907099	9814199	2	5
4907159	9814319	8	8
4907183	9814367	5	2
4907219	9814439	5	2
4907729	9815459	2	5
4907921	9815843	5	2
4907933	9815867	8	8
4908311	9816623	8	8
4908521	9817043	2	5
4908551	9817103	5	2
4908653	9817307	8	8
4908713	9817427	5	2
4908863	9817727	2	5
4909109	9818219	5	2
4909199	9818399	5	2
4909403	9818807	2	5
4909451	9818903	5	2
4909841	9819683	8	8
4910099	9820199	5	2
4910351	9820703	5	2
4910579	9821159	8	8
4910651	9821303	8	8
4910681	9821363	2	5
4910921	9821843	8	8
4911083	9822167	8	8
4911089	9822179	5	2
4911551	9823103	8	8
4911743	9823487	2	5
4911839	9823679	8	8
4912091	9824183	8	8
4912361	9824723	8	8
4912493	9824987	5	2
4912553	9825107	2	5
4912559	9825119	8	8
4913189	9826379	8	8
4913273	9826547	2	5
4913621	9827243	8	8
4913939	9827879	2	5
4913999	9827999	8	8
4914509	9829019	5	2
4914551	9829103	2	5
4914671	9829343	5	2
4914869	9829739	5	2
4914911	9829823	2	5
4915049	9830099	5	2
4915331	9830663	8	8
4915451	9830903	2	5
4915769	9831539	5	2
4915853	9831707	8	8
4916189	9832379	2	5
4916309	9832619	5	2
4916423	9832847	2	5
4916633	9833267	5	2
4916669	9833339	5	2
4916759	9833519	5	2
4917023	9834047	8	8
4917413	9834827	2	5
4918019	9836039	5	2
4918079	9836159	2	5
4918271	9836543	5	2
4918493	9836987	2	5
4918541	9837083	5	2
4918841	9837683	8	8
4918961	9837923	2	5
4919339	9838679	2	5
4919363	9838727	8	8
4919471	9838943	8	8
4919891	9839783	5	2
4920269	9840539	5	2
4920329	9840659	2	5
4920581	9841163	2	5
4920719	9841439	5	2
4920911	9841823	8	8
4921061	9842123	5	2
4921139	9842279	2	5
4921181	9842363	8	8
4921289	9842579	8	8
4921601	9843203	5	2
4921841	9843683	2	5
4922201	9844403	2	5
4922243	9844487	8	8
4922531	9845063	8	8
4922873	9845747	8	8
4922903	9845807	2	5
4923221	9846443	5	2
4923419	9846839	5	2
4923563	9847127	5	2
4923689	9847379	5	2
4924019	9848039	2	5
4924061	9848123	8	8
4924841	9849683	5	2
4925213	9850427	8	8
4925363	9850727	5	2
4925549	9851099	2	5
4925573	9851147	8	8
4925633	9851267	5	2
4925663	9851327	8	8
4926221	9852443	8	8
4926269	9852539	2	5
4926371	9852743	5	2
4926569	9853139	5	2
4926653	9853307	8	8
4926689	9853379	8	8
4926731	9853463	5	2
4926851	9853703	8	8
4927199	9854399	5	2
4927283	9854567	8	8
4927319	9854639	8	8
4927661	9855323	8	8
4927733	9855467	8	8
4927823	9855647	8	8
4927931	9855863	8	8
4928069	9856139	2	5
4928081	9856163	5	2
4928219	9856439	8	8
4928471	9856943	8	8
4928513	9857027	5	2
4928639	9857279	5	2
4928663	9857327	2	5
4929731	9859463	8	8
4929773	9859547	5	2
4930049	9860099	2	5
4930109	9860219	8	8
4930151	9860303	5	2
4930421	9860843	5	2
4930703	9861407	8	8
4930973	9861947	8	8
4931141	9862283	5	2
4931159	9862319	5	2
4931651	9863303	2	5
4931879	9863759	5	2
4932101	9864203	2	5
4932173	9864347	2	5
4932671	9865343	5	2
4932953	9865907	8	8
4933499	9866999	5	2
4933529	9867059	8	8
4933601	9867203	8	8
4933811	9867623	2	5
4933829	9867659	2	5
4933889	9867779	8	8
4933979	9867959	8	8
4934183	9868367	5	2
4934399	9868799	5	2
4934543	9869087	5	2
4934621	9869243	2	5
4935323	9870647	2	5
4935341	9870683	2	5
4935503	9871007	2	5
4935653	9871307	8	8
4935743	9871487	8	8
4935809	9871619	2	5
4936121	9872243	8	8
4936469	9872939	5	2
4936619	9873239	2	5
4936649	9873299	5	2
4937423	9874847	5	2
4937963	9875927	5	2
4938029	9876059	8	8
4938239	9876479	2	5
4938281	9876563	8	8
4938473	9876947	2	5
4938599	9877199	2	5
4938623	9877247	8	8
4938761	9877523	2	5
4938779	9877559	2	5
4938833	9877667	2	5
4938929	9877859	8	8
4939073	9878147	8	8
4939433	9878867	8	8
4939523	9879047	8	8
4939631	9879263	8	8
4939661	9879323	2	5
4940153	9880307	8	8
4940231	9880463	5	2
4940321	9880643	5	2
4940333	9880667	8	8
4940651	9881303	2	5
4940753	9881507	5	2
4940843	9881687	5	2
4940909	9881819	8	8
4941221	9882443	5	2
4941383	9882767	5	2
4941593	9883187	8	8
4941641	9883283	2	5
4941731	9883463	2	5
4941749	9883499	2	5
4941971	9883943	8	8
4941983	9883967	2	5
4942013	9884027	5	2
4942271	9884543	2	5
4942313	9884627	8	8
4942373	9884747	5	2
4942601	9885203	8	8
4942781	9885563	8	8
4942901	9885803	2	5
4943051	9886103	8	8
4943063	9886127	2	5
4943111	9886223	5	2
4943831	9887663	5	2
4943843	9887687	8	8
4944053	9888107	2	5
4944119	9888239	5	2
4944281	9888563	5	2
4944431	9888863	2	5
4944473	9888947	8	8
4944539	9889079	2	5
4944899	9889799	2	5
4945091	9890183	5	2
4945373	9890747	8	8
4945511	9891023	2	5
4945961	9891923	2	5
4946009	9892019	5	2
4946033	9892067	2	5
4946351	9892703	5	2
4946411	9892823	2	5
4946681	9893363	2	5
4946723	9893447	8	8
4946873	9893747	5	2
4947329	9894659	2	5
4947413	9894827	5	2
4947521	9895043	5	2
4947653	9895307	2	5
4947779	9895559	2	5
4948529	9897059	5	2
4948613	9897227	8	8
4948631	9897263	8	8
4948733	9897467	2	5
4949141	9898283	5	2
4949489	9898979	2	5
4949501	9899003	5	2
4949891	9899783	8	8
4950311	9900623	5	2
4950479	9900959	2	5
4950509	9901019	5	2
4950593	9901187	8	8
4950713	9901427	2	5
4950941	9901883	5	2
4951091	9902183	2	5
4951109	9902219	2	5
4951361	9902723	2	5
4951613	9903227	2	5
4951679	9903359	5	2
4951703	9903407	2	5
4951883	9903767	2	5
4952201	9904403	5	2
4952351	9904703	2	5
4952501	9905003	8	8
4952543	9905087	5	2
4952819	9905639	2	5
4953059	9906119	8	8
4953491	9906983	8	8
4953593	9907187	2	5
4954049	9908099	8	8
4954139	9908279	8	8
4954409	9908819	8	8
4954661	9909323	8	8
4954721	9909443	5	2
4955033	9910067	2	5
4955441	9910883	5	2
4955981	9911963	5	2
4956389	9912779	8	8
4956821	9913643	8	8
4957031	9914063	2	5
4957373	9914747	2	5
4957553	9915107	2	5
4957559	9915119	8	8
4957703	9915407	8	8
4957913	9915827	2	5
4958633	9917267	2	5
4958693	9917387	8	8
4958801	9917603	8	8
4958879	9917759	5	2
4959341	9918683	8	8
4959371	9918743	2	5
4959533	9919067	2	5
4959653	9919307	5	2
4959719	9919439	8	8
4959761	9919523	5	2
4959833	9919667	5	2
4960181	9920363	2	5
4960223	9920447	8	8
4960391	9920783	5	2
4960451	9920903	2	5
4960913	9921827	5	2
4961063	9922127	2	5
4961609	9923219	8	8
4961741	9923483	5	2
4962131	9924263	8	8
4962143	9924287	2	5
4962311	9924623	8	8
4962323	9924647	2	5
4962341	9924683	2	5
4962389	9924779	5	2
4962719	9925439	2	5
4962803	9925607	5	2
4962833	9925667	8	8
4962911	9925823	5	2
4962953	9925907	2	5
4963001	9926003	5	2
4963061	9926123	2	5
4963121	9926243	8	8
4963349	9926699	2	5
4963391	9926783	8	8
4963499	9926999	8	8
4963559	9927119	5	2
4963589	9927179	8	8
4963853	9927707	2	5
4964189	9928379	5	2
4964243	9928487	5	2
4964273	9928547	8	8
4964369	9928739	5	2
4964471	9928943	8	8
4964579	9929159	8	8
4964621	9929243	5	2
4964831	9929663	8	8
4964951	9929903	2	5
4965209	9930419	8	8
4965353	9930707	8	8
4965413	9930827	5	2
4965689	9931379	2	5
4965731	9931463	8	8
4965791	9931583	5	2
4965893	9931787	8	8
4966151	9932303	5	2
4966301	9932603	2	5
4966529	9933059	5	2
4967309	9934619	2	5
4967411	9934823	5	2
4967513	9935027	8	8
4967549	9935099	8	8
4967783	9935567	8	8
4967933	9935867	5	2
4967993	9935987	2	5
4968059	9936119	5	2
4968209	9936419	2	5
4969199	9938399	2	5
4969463	9938927	5	2
4969631	9939263	2	5
4969823	9939647	5	2
4969901	9939803	2	5
4969973	9939947	2	5
4970429	9940859	8	8
4970453	9940907	5	2
4971023	9942047	8	8
4971173	9942347	5	2
4971203	9942407	8	8
4971269	9942539	2	5
4971341	9942683	2	5
4971839	9943679	5	2
4971971	9943943	2	5
4972031	9944063	8	8
4972469	9944939	5	2
4973861	9947723	2	5
4974041	9948083	2	5
4974311	9948623	2	5
4974449	9948899	5	2
4974719	9949439	5	2
4974743	9949487	2	5
4974929	9949859	8	8
4975031	9950063	2	5
4975073	9950147	8	8
4975409	9950819	2	5
4975541	9951083	8	8
4975571	9951143	2	5
4975793	9951587	8	8
4976063	9952127	8	8
4976171	9952343	8	8
4976183	9952367	2	5
4976663	9953327	5	2
4976789	9953579	5	2
4976963	9953927	8	8
4977233	9954467	8	8
4977239	9954479	5	2
4977341	9954683	8	8
4977491	9954983	5	2
4977611	9955223	8	8
4978013	9956027	5	2
4978163	9956327	2	5
4978349	9956699	8	8
4978829	9957659	2	5
4978973	9957947	2	5
4979141	9958283	8	8
4979531	9959063	2	5
4979609	9959219	8	8
4979651	9959303	5	2
4979939	9959879	5	2
4979993	9959987	5	2
4980179	9960359	2	5
4980191	9960383	5	2
4980221	9960443	8	8
4981103	9962207	8	8
4981481	9962963	8	8
4981631	9963263	5	2
4981709	9963419	2	5
4981913	9963827	8	8
4982093	9964187	8	8
4982129	9964259	8	8
4982231	9964463	2	5
4982333	9964667	5	2
4982429	9964859	2	5
4982441	9964883	5	2
4983131	9966263	2	5
4983299	9966599	8	8
4983521	9967043	5	2
4983581	9967163	2	5
4983689	9967379	2	5
4984139	9968279	2	5
4984181	9968363	8	8
4984313	9968627	5	2
4984439	9968879	5	2
4984949	9969899	2	5
4985069	9970139	5	2
4985423	9970847	8	8
4985693	9971387	8	8
4985741	9971483	2	5
4985801	9971603	8	8
4986011	9972023	2	5
4986029	9972059	2	5
4986959	9973919	5	2
4986983	9973967	2	5
4987019	9974039	2	5
4987403	9974807	8	8
4987901	9975803	2	5
4988111	9976223	5	2
4988381	9976763	5	2
4988513	9977027	2	5
4988591	9977183	8	8
4988663	9977327	8	8
4988699	9977399	8	8
4988741	9977483	5	2
4988759	9977519	5	2
4988891	9977783	2	5
4989293	9978587	8	8
4989359	9978719	2	5
4989443	9978887	5	2
4989581	9979163	8	8
4989641	9979283	5	2
4989821	9979643	5	2
4989863	9979727	2	5
4990031	9980063	8	8
4990049	9980099	8	8
4990259	9980519	2	5
4990493	9980987	2	5
4990679	9981359	8	8
4990949	9981899	8	8
4991033	9982067	2	5
4991159	9982319	2	5
4991249	9982499	2	5
4991303	9982607	2	5
4991771	9983543	2	5
4991933	9983867	2	5
4992083	9984167	8	8
4992341	9984683	5	2
4992401	9984803	2	5
4992413	9984827	5	2
4992569	9985139	8	8
4992593	9985187	5	2
4992623	9985247	8	8
4992629	9985259	5	2
4993283	9986567	2	5
4993559	9987119	8	8
4993661	9987323	2	5
4993913	9987827	2	5
4994513	9989027	8	8
4994789	9989579	5	2
4994903	9989807	2	5
4995383	9990767	5	2
4995449	9990899	8	8
4995719	9991439	8	8
4995779	9991559	5	2
4995863	9991727	8	8
4995923	9991847	5	2
4996319	9992639	5	2
4996349	9992699	8	8
4996559	9993119	2	5
4996619	9993239	8	8
4996679	9993359	5	2
4996703	9993407	2	5
4996709	9993419	8	8
4996913	9993827	5	2
4997621	9995243	2	5
4998131	9996263	8	8
4998359	9996719	2	5
4998683	9997367	2	5
4998869	9997739	8	8
4999103	9998207	8	8
4999301	9998603	8	8
4999523	9999047	5	2
5000111	10000223	8	8
5000321	10000643	2	5
5000381	10000763	8	8
5000399	10000799	8	8
5000741	10001483	8	8
5000783	10001567	5	2
5000903	10001807	8	8
5000981	10001963	5	2
5001173	10002347	8	8
5001203	10002407	2	5
5001299	10002599	8	8
5001443	10002887	8	8
5001779	10003559	2	5
5002103	10004207	2	5
5002223	10004447	5	2
5002229	10004459	2	5
5002313	10004627	5	2
5002331	10004663	5	2
5002583	10005167	5	2
5002841	10005683	2	5
5003081	10006163	8	8
5003231	10006463	5	2
5003249	10006499	5	2
5003543	10007087	2	5
5003591	10007183	5	2
5003633	10007267	2	5
5003711	10007423	8	8
5003909	10007819	8	8
5004089	10008179	8	8
5004491	10008983	5	2
5004539	10009079	8	8
5005223	10010447	8	8
5005289	10010579	2	5
5005613	10011227	2	5
5006399	10012799	5	2
5006609	10013219	8	8
5006621	10013243	2	5
5006693	10013387	2	5
5006909	10013819	2	5
5007209	10014419	5	2
5007449	10014899	2	5
5007539	10015079	2	5
5008121	10016243	8	8
5008193	10016387	8	8
5008739	10017479	5	2
5008901	10017803	5	2
5009099	10018199	5	2
5009453	10018907	8	8
5009573	10019147	2	5
5009729	10019459	5	2
5009783	10019567	5	2
5009969	10019939	2	5
5010539	10021079	5	2
5010581	10021163	2	5
5011043	10022087	5	2
5011133	10022267	5	2
5011151	10022303	5	2
5011199	10022399	8	8
5011271	10022543	8	8
5011313	10022627	5	2
5012141	10024283	5	2
5012153	10024307	8	8
5012261	10024523	8	8
5012489	10024979	2	5
5012729	10025459	8	8
5012831	10025663	2	5
5012939	10025879	2	5
5013119	10026239	2	5
5013191	10026383	2	5
5013269	10026539	8	8
5013293	10026587	5	2
5013341	10026683	8	8
5013719	10027439	8	8
5013779	10027559	5	2
5014049	10028099	5	2
5014199	10028399	2	5
5014979	10029959	8	8
5015123	10030247	8	8
5015141	10030283	8	8
5015291	10030583	5	2
5015453	10030907	5	2
5015513	10031027	2	5
5015723	10031447	5	2
5015729	10031459	2	5
5016029	10032059	5	2
5016059	10032119	8	8
5016281	10032563	5	2
5016299	10032599	5	2
5016443	10032887	5	2
5016689	10033379	8	8
5016773	10033547	2	5
5016923	10033847	8	8
5016983	10033967	5	2
5017079	10034159	2	5
5017451	10034903	5	2
5017511	10035023	2	5
5017583	10035167	2	5
5017709	10035419	2	5
5017769	10035539	8	8
5018003	10036007	8	8
5018081	10036163	5	2
5018141	10036283	2	5
5018693	10037387	5	2
5018753	10037507	2	5
5018813	10037627	8	8
5019299	10038599	8	8
5019389	10038779	8	8
5019713	10039427	8	8
5019869	10039739	2	5
5020061	10040123	5	2
5020259	10040519	5	2
5020583	10041167	5	2
5020793	10041587	8	8
5021231	10042463	5	2
5021531	10043063	8	8
5021543	10043087	2	5
5021609	10043219	5	2
5021729	10043459	8	8
5021771	10043543	5	2
5021801	10043603	8	8
5022323	10044647	8	8
5022683	10045367	8	8
5022779	10045559	5	2
5022833	10045667	5	2
5023121	10046243	5	2
5023589	10047179	5	2
5023871	10047743	8	8
5024009	10048019	2	5
5024081	10048163	2	5
5024633	10049267	5	2
5024819	10049639	2	5
5024969	10049939	8	8
5025203	10050407	8	8
5025479	10050959	5	2
5025719	10051439	2	5
5025791	10051583	2	5
5025869	10051739	8	8
5025929	10051859	5	2
5025953	10051907	2	5
5026223	10052447	2	5
5026253	10052507	5	2
5026403	10052807	2	5
5026793	10053587	5	2
5027591	10055183	2	5
5027663	10055327	2	5
5027909	10055819	5	2
5028071	10056143	5	2
5028449	10056899	5	2
5028461	10056923	8	8
5028791	10057583	5	2
5029103	10058207	2	5
5029109	10058219	8	8
5029163	10058327	8	8
5029253	10058507	8	8
5029463	10058927	2	5
5029649	10059299	8	8
5029763	10059527	5	2
5030219	10060439	2	5
5030423	10060847	8	8
5030429	10060859	5	2
5030471	10060943	2	5
5030771	10061543	5	2
5030969	10061939	5	2
5031023	10062047	5	2
5031101	10062203	2	5
5031161	10062323	8	8
5031329	10062659	5	2
5031401	10062803	5	2
5031443	10062887	2	5
5031569	10063139	2	5
5031683	10063367	8	8
5031809	10063619	8	8
5032019	10064039	2	5
5032061	10064123	8	8
5032133	10064267	8	8
5032253	10064507	2	5
5032361	10064723	2	5
5032649	10065299	2	5
5033219	10066439	5	2
5033291	10066583	5	2
5033663	10067327	8	8
5033681	10067363	8	8
5033999	10067999	2	5
5034209	10068419	5	2
5034233	10068467	2	5
5034509	10069019	8	8
5034521	10069043	2	5
5035073	10070147	5	2
5035421	10070843	2	5
5035463	10070927	8	8
5035571	10071143	8	8
5035913	10071827	8	8
5036519	10073039	2	5
5036651	10073303	8	8
5036723	10073447	8	8
5037029	10074059	8	8
5037101	10074203	8	8
5037269	10074539	5	2
5037359	10074719	5	2
5037419	10074839	2	5
5037509	10075019	2	5
5037569	10075139	8	8
5037611	10075223	5	2
5037689	10075379	2	5
5038079	10076159	5	2
5038109	10076219	8	8
5038289	10076579	8	8
5038571	10077143	2	5
5038769	10077539	2	5
5038931	10077863	2	5
5039129	10078259	2	5
5039273	10078547	2	5
5039459	10078919	8	8
5039711	10079423	8	8
5039813	10079627	2	5
5040053	10080107	8	8
5040401	10080803	5	2
5041181	10082363	2	5
5041199	10082399	2	5
5041433	10082867	2	5
5041889	10083779	8	8
5042111	10084223	5	2
5042189	10084379	2	5
5042363	10084727	5	2
5042423	10084847	2	5
5042483	10084967	8	8
5042753	10085507	8	8
5042783	10085567	2	5
5042861	10085723	8	8
5043299	10086599	5	2
5043413	10086827	2	5
5043431	10086863	2	5
5043869	10087739	8	8
5044541	10089083	5	2
5044829	10089659	5	2
5045471	10090943	8	8
5045861	10091723	2	5
5045879	10091759	2	5
5046053	10092107	5	2
5046113	10092227	2	5
5046491	10092983	2	5
5046659	10093319	8	8
5046851	10093703	2	5
5047193	10094387	2	5
5047379	10094759	8	8
5047403	10094807	5	2
5047643	10095287	2	5
5048003	10096007	2	5
5048513	10097027	8	8
5048591	10097183	5	2
5048663	10097327	5	2
5048903	10097807	2	5
5048999	10097999	8	8
5049503	10099007	8	8
5049623	10099247	2	5
5049749	10099499	2	5
5049881	10099763	8	8
5049911	10099823	2	5
5049959	10099919	5	2
5050109	10100219	2	5
5050289	10100579	2	5
5050511	10101023	8	8
5050583	10101167	8	8
5050763	10101527	8	8
5050781	10101563	8	8
5051009	10102019	2	5
5051069	10102139	8	8
5051219	10102439	5	2
5051393	10102787	8	8
5051633	10103267	5	2
5051681	10103363	8	8
5051723	10103447	5	2
5052401	10104803	8	8
5052623	10105247	5	2
5052863	10105727	2	5
5053193	10106387	8	8
5053271	10106543	5	2
5053421	10106843	2	5
5053469	10106939	5	2
5053949	10107899	8	8
5053973	10107947	5	2
5054249	10108499	2	5
5054369	10108739	5	2
5054531	10109063	5	2
5054639	10109279	5	2
5055023	10110047	2	5
5055059	10110119	2	5
5055191	10110383	8	8
5055293	10110587	2	5
5055509	10111019	2	5
5055551	10111103	8	8
5055593	10111187	5	2
5055623	10111247	8	8
5055629	10111259	5	2
5055923	10111847	2	5
5056169	10112339	5	2
5056349	10112699	5	2
5056433	10112867	8	8
5056721	10113443	8	8
5056739	10113479	8	8
5056823	10113647	2	5
5056979	10113959	5	2
5057009	10114019	8	8
5057099	10114199	8	8
5057369	10114739	8	8
5057471	10114943	2	5
5057639	10115279	8	8
5057963	10115927	8	8
5058023	10116047	5	2
5058083	10116167	2	5
5058101	10116203	2	5
5058173	10116347	2	5
5058491	10116983	5	2
5058593	10117187	8	8
5058653	10117307	5	2
5059283	10118567	5	2
5059661	10119323	5	2
5059679	10119359	5	2
5059979	10119959	8	8
5060129	10120259	5	2
5060171	10120343	2	5
5060591	10121183	8	8
5060771	10121543	8	8
5060801	10121603	2	5
5060981	10121963	2	5
5061263	10122527	5	2
5061599	10123199	8	8
5062049	10124099	8	8
5062091	10124183	5	2
5062133	10124267	2	5
5062163	10124327	5	2
5062181	10124363	5	2
5062289	10124579	5	2
5062301	10124603	8	8
5062649	10125299	5	2
5062859	10125719	8	8
5063039	10126079	8	8
5063111	10126223	8	8
5063309	10126619	8	8
5063843	10127687	2	5
5063879	10127759	2	5
5064173	10128347	8	8
5064401	10128803	2	5
5064509	10129019	2	5
5064539	10129079	5	2
5064551	10129103	8	8
5064599	10129199	2	5
5064989	10129979	5	2
5065019	10130039	8	8
5065103	10130207	2	5
5065139	10130279	2	5
5065253	10130507	8	8
5065661	10131323	2	5
5065961	10131923	5	2
5066069	10132139	5	2
5066081	10132163	8	8
5066219	10132439	2	5
5066381	10132763	2	5
5066471	10132943	2	5
5066921	10133843	2	5
5066933	10133867	5	2
5066993	10133987	2	5
5067389	10134779	2	5
5067599	10135199	5	2
5067899	10135799	8	8
5068103	10136207	5	2
5068169	10136339	8	8
5068253	10136507	2	5
5068289	10136579	2	5
5068313	10136627	8	8
5068319	10136639	5	2
5068361	10136723	2	5
5068523	10137047	2	5
5068559	10137119	2	5
5068709	10137419	8	8
5068781	10137563	8	8
5068793	10137587	2	5
5068859	10137719	5	2
5069063	10138127	2	5
5069189	10138379	2	5
5069231	10138463	8	8
5069633	10139267	5	2
5069639	10139279	2	5
5069849	10139699	5	2
5070209	10140419	5	2
5070293	10140587	8	8
5070599	10141199	8	8
5070671	10141343	8	8
5071103	10142207	8	8
5071133	10142267	2	5
5071301	10142603	8	8
5071343	10142687	5	2
5071481	10142963	8	8
5071589	10143179	8	8
5071751	10143503	8	8
5071883	10143767	5	2
5071889	10143779	2	5
5071919	10143839	5	2
5071931	10143863	8	8
5071949	10143899	8	8
5072261	10144523	5	2
5072429	10144859	2	5
5072531	10145063	5	2
5072741	10145483	8	8
5072993	10145987	8	8
5073221	10146443	2	5
5073353	10146707	8	8
5073371	10146743	8	8
5073851	10147703	2	5
5073923	10147847	2	5
5074001	10148003	8	8
5074103	10148207	2	5
5074571	10149143	2	5
5074733	10149467	2	5
5074859	10149719	2	5
5075501	10151003	5	2
5075519	10151039	5	2
5075561	10151123	2	5
5075879	10151759	5	2
5075951	10151903	5	2
5076041	10152083	5	2
5076413	10152827	8	8
5076503	10153007	8	8
5076569	10153139	2	5
5076671	10153343	5	2
5076719	10153439	8	8
5076941	10153883	5	2
5076983	10153967	2	5
5077283	10154567	5	2
5077673	10155347	8	8
5077889	10155779	8	8
5077931	10155863	5	2
5078123	10156247	8	8
5078663	10157327	8	8
5078753	10157507	8	8
5078849	10157699	5	2
5078939	10157879	5	2
5079083	10158167	5	2
5079359	10158719	2	5
5079401	10158803	8	8
5079419	10158839	8	8
5079731	10159463	5	2
5080193	10160387	8	8
5080403	10160807	2	5
5080541	10161083	5	2
5080703	10161407	5	2
5080709	10161419	2	5
5080721	10161443	5	2
